assay,cellType,dataSubtype,dataType,diagnosis,individualID,individualIdSource,isCellLine,isMultiIndividual,isMultiSpecimen,isPrimaryCell,organ,platform,sex,species,specimenID,specimenIdSource,tissue,cellSubType,experimentalCondition,experimentalTimePoint,genePerturbationTechnology,genePerturbationType,genePerturbed,modelSystem,timePointUnit,transplantationDonorSpecies,transplantationDonorTissue,transplantationRecipientTissue,transplantationType,tumorType,consortium,fileFormat,fundingAgency,resourceType,nf1Genotype,nf2Genotype,study,id,name,studyId,studyName,reportMilestone,readPair,compoundDose,compoundDoseUnit,compoundDoseRange,compoundName,drugScreenType,secondCompoundName,analysisType,isStranded,libraryPrep,readLength,readPairOrientation,readStrandOrigin,multipleTestingAdjustmentMethod,differentialExpressionMethod,alignmentMethod,runType,transcriptQuantificationMethod,dataFileHandleId,chemicalStructure,structureType,createdOn,isModelSystem,modelSystemName,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,age,sciDataRelease,accessTeam,modelOf,accessType,libraryPreparationMethod,fileType,age_months,disease,sampleIdentifier,tissueType,dataFileSizeBytes,dataFileMD5Hex,Filename,assayTarget,eTag,entityId,experimentalTimepoint,cellLineMetadataSynId,individualMetadataSynId,specimenMetadataSynId,isGenomewideNetwork,bodyPart,dissociationMethod,failedQC,filename,isXenograft,nucleicAcidSource,compoundId,organism,caseNumber,dob,dod,experimentalTimePointUnit,sampleID,secondCompoundDose,secondCompoundDoseUnit,studySite,initiative,channel,histology,grade,isMultiSample,cellLine,cellLineSource,isPairedEnd,detailed_diagnosis,file,tissueID,chemicalDataType,chemicalDatabase,fingerprintType,inputDataType,outputDataType,softwareAuthor,softwareLanguage,softwareLanguageVersion,softwareName,softwareRepository,softwareRepositoryType,softwareType,softwareVersion,structureFormat,experimentNumber,experimenter,specimenId,individualId,modelSystemStrainNomenclature,transplantationRecipientSpecies,experimentId,proteinExtractSource
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394608,_log,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131128214,,,3411565,728f8e0e-bea9-4d46-b208-3475887e7253,file,1,syn25394603,syn21650499,syn21650499,1632345189577,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394610,_outs,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131130986,,,3411565,0b2bb656-12e7-4c9d-909d-523cf66ce660,file,1,syn25394603,syn21650499,syn21650499,1632345189625,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394611,_stderr,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131132353,,,3411565,1c4a9ee9-951e-4481-b262-f98beaa72c0f,file,1,syn25394603,syn21650499,syn21650499,1632345189672,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394612,_stdout,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131134894,,,3411565,5dae4040-c6f6-42ce-85b3-852665982c7f,file,1,syn25394603,syn21650499,syn21650499,1632345189721,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394615,_args,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131137538,,,3411565,8ca23209-6275-4bc2-a2bf-d8dab5ff67e3,file,1,syn25394613,syn21650499,syn21650499,1632345189802,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394616,_complete,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131140031,,,3411565,05380763-a4c8-4ffc-abc5-bf4486fed9cc,file,1,syn25394613,syn21650499,syn21650499,1632345189844,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394617,_jobinfo,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131142399,,,3411565,e476a4ec-d4e2-4c47-b703-43e53b3181a2,file,1,syn25394613,syn21650499,syn21650499,1632345189885,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394618,_log,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131144767,,,3411565,264f03a3-d1a2-4688-a736-7cd163812075,file,1,syn25394613,syn21650499,syn21650499,1632345189926,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394619,_outs,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131147321,,,3411565,425505df-280d-4615-b051-541266eb0a41,file,1,syn25394613,syn21650499,syn21650499,1632345189968,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394620,_stderr,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131148675,,,3411565,520b4bb7-a938-4896-8d52-3c4e83c70ddc,file,1,syn25394613,syn21650499,syn21650499,1632345190014,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394623,_stdout,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131151095,,,3411565,6052def3-d10e-4991-897c-4534b7ea45eb,file,1,syn25394613,syn21650499,syn21650499,1632345190060,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394625,_args,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131153538,,,3411565,79c8c08b-072d-49dd-acf5-4f2994ff7c92,file,1,syn25394624,syn21650499,syn21650499,1632345190149,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394626,_complete,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131155903,,,3411565,789f5053-b74d-45cd-8a1c-148b872db678,file,1,syn25394624,syn21650499,syn21650499,1632345190214,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394627,_jobinfo,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131158326,,,3411565,b1c0c651-ea2d-4355-8cde-e822f566446b,file,1,syn25394624,syn21650499,syn21650499,1632345190258,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394628,_log,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131160793,,,3411565,e03ffa4a-9a71-4399-b757-57e4ba7c118b,file,1,syn25394624,syn21650499,syn21650499,1632345190301,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394629,_outs,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131163329,,,3411565,1425a752-c324-442f-9295-383c7948a21c,file,1,syn25394624,syn21650499,syn21650499,1632345190346,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394630,_stderr,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131164769,,,3411565,e182e020-646d-4e31-aa8c-fb51953bd2fc,file,1,syn25394624,syn21650499,syn21650499,1632345190388,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394631,_stdout,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131167217,,,3411565,bdc3a407-29eb-49f8-9ade-735a0d893750,file,1,syn25394624,syn21650499,syn21650499,1632345190435,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394634,_args,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131169757,,,3411565,5957225d-d60a-47b7-9b50-a302bd02ffa8,file,1,syn25394633,syn21650499,syn21650499,1632345190515,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394636,_complete,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131172029,,,3411565,693ea2fd-b920-42a5-922d-51deec65865f,file,1,syn25394633,syn21650499,syn21650499,1632345190564,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394637,_jobinfo,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131174363,,,3411565,fed0c104-a198-4437-a5cd-8fd967895730,file,1,syn25394633,syn21650499,syn21650499,1632345190608,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394638,_log,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131176724,,,3411565,689e474a-801f-4045-ab3b-46abe6a9c8d1,file,1,syn25394633,syn21650499,syn21650499,1632345190655,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394639,_outs,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131179061,,,3411565,020c3460-9d6e-426a-885a-16080b0c6ed6,file,1,syn25394633,syn21650499,syn21650499,1632345190706,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394640,_stderr,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131180421,,,3411565,54f786ab-b376-4411-8f02-798c4b8e00e0,file,1,syn25394633,syn21650499,syn21650499,1632345190751,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394641,_stdout,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131182817,,,3411565,aea487c3-31fe-499f-8284-0f9c065c0a79,file,1,syn25394633,syn21650499,syn21650499,1632345190795,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394643,_args,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131185257,,,3411565,8385a012-7f7b-44cc-a93d-19a96e3ddfa8,file,1,syn25394642,syn21650499,syn21650499,1632345190882,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394645,_complete,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131187855,,,3411565,a1300ae3-5510-443e-a3f5-e755ad9437ea,file,1,syn25394642,syn21650499,syn21650499,1632345190932,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394646,_jobinfo,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131190353,,,3411565,9e1d7b68-264c-41bf-a3dd-a64918688085,file,1,syn25394642,syn21650499,syn21650499,1632345190977,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394648,_log,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131192768,,,3411565,3cca8706-c40d-42ce-93ff-d3310671053e,file,1,syn25394642,syn21650499,syn21650499,1632345191020,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394649,_outs,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131195412,,,3411565,5c5f579b-12eb-4504-b20d-fc5236038f94,file,1,syn25394642,syn21650499,syn21650499,1632345191063,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394650,_stderr,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131196831,,,3411565,1c607a49-d961-4c95-b69a-ab114b12f560,file,1,syn25394642,syn21650499,syn21650499,1632345191105,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394651,_stdout,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131199162,,,3411565,f6bd422a-f0d9-4274-ae33-0aec54301266,file,1,syn25394642,syn21650499,syn21650499,1632345191150,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394653,_args,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131201805,,,3411565,ffd58a1a-49c1-4ad1-8e8c-dd80f40a13d9,file,1,syn25394652,syn21650499,syn21650499,1632345191237,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394655,_complete,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131204381,,,3411565,735b6c57-495a-48c0-a642-b93307523259,file,1,syn25394652,syn21650499,syn21650499,1632345191281,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394657,_jobinfo,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131206815,,,3411565,b4372fe4-9c59-48e4-a340-bfd95e8c92e0,file,1,syn25394652,syn21650499,syn21650499,1632345191323,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394658,_log,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131209189,,,3411565,6c190226-0d4d-45c1-8b3d-8155f2ceabc4,file,1,syn25394652,syn21650499,syn21650499,1632345191365,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394659,_outs,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131211531,,,3411565,b3388d6b-e0e4-40ba-8e0d-060b2b020dfd,file,1,syn25394652,syn21650499,syn21650499,1632345191407,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394660,_stderr,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131212820,,,3411565,6ee2a518-d8e5-4d3e-9970-67b1709c9860,file,1,syn25394652,syn21650499,syn21650499,1632345191450,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394661,_stdout,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131215169,,,3411565,31c702e8-3e0a-48f3-90cb-bb485153b379,file,1,syn25394652,syn21650499,syn21650499,1632345191493,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394664,_args,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131217757,,,3411565,9dacd565-faed-41e1-8118-cc69f18ca864,file,1,syn25394663,syn21650499,syn21650499,1632345191581,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394666,_complete,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131220123,,,3411565,ce7d2c67-0314-414b-983c-8296ac31e205,file,1,syn25394663,syn21650499,syn21650499,1632345191631,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394667,_jobinfo,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131222535,,,3411565,4ded5ca7-7b26-40f6-acb2-7dc4c4ec6887,file,1,syn25394663,syn21650499,syn21650499,1632345191674,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394668,_log,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131224810,,,3411565,0192d709-bc36-4bf5-a645-f4a6e340eaa3,file,1,syn25394663,syn21650499,syn21650499,1632345191717,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394669,_outs,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131227125,,,3411565,1c02401c-5f7d-49de-bcf7-22083bcafb31,file,1,syn25394663,syn21650499,syn21650499,1632345191759,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394670,_stderr,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131228502,,,3411565,eb55e316-ed87-4d91-b225-86c33b6b6153,file,1,syn25394663,syn21650499,syn21650499,1632345191801,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394671,_stdout,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131230861,,,3411565,0f209102-2ab5-434b-ad3d-ce72184cee05,file,1,syn25394663,syn21650499,syn21650499,1632345191841,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394673,_args,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131233392,,,3411565,915446f2-73ec-4269-a123-fc304444a426,file,1,syn25394672,syn21650499,syn21650499,1632345191931,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394675,_complete,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131235792,,,3411565,e0da39a0-0f29-4c05-bf1b-e79d6a9bd455,file,1,syn25394672,syn21650499,syn21650499,1632345191987,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394676,_jobinfo,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131238193,,,3411565,518074f8-71f7-4e45-9f3b-feab3a770744,file,1,syn25394672,syn21650499,syn21650499,1632345192036,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394677,_log,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131240511,,,3411565,e3a269ba-91e3-4892-928d-01291850b4fe,file,1,syn25394672,syn21650499,syn21650499,1632345192083,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394678,_outs,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131242990,,,3411565,90a34851-4e57-4808-912c-1046233159ef,file,1,syn25394672,syn21650499,syn21650499,1632345192124,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394679,_stderr,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131244346,,,3411565,79974b55-7c7e-4b8c-b878-442bd9cbb7d4,file,1,syn25394672,syn21650499,syn21650499,1632345192169,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394680,_stdout,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131246872,,,3411565,fe8de03a-7601-48ae-8b0a-a24404c1e17a,file,1,syn25394672,syn21650499,syn21650499,1632345192211,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFF,,,,,syn25394683,_args,syn21650499,Factors that promote ganglion cell regeneration,,,,,,,,,,,,,,,,,,,,,,,1617131249440,,,3411565,1b4b352c-f306-45c5-a8e8-bafe627d1009,file,1,syn25394681,syn21650499,syn21650499,1632345192303,3342573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
